NCTId,BriefTitle,OverallStatus,StudyType,Phases,Conditions,LeadSponsorName,StartDate,StudyFirstPostDate,LastUpdatePostDate,Timestamp
NCT01633866,Pediatric Radio Frequency Coils Generic,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Musculoskeletal Abnormalities","Children's Hospital Medical Center, Cincinnati",2012-07,2012-07-04,2023-09-28,2024-10-25T17:03:50.848735
NCT06491927,Long Term Follow-up for RGX-202,ENROLLING_BY_INVITATION,OBSERVATIONAL,,Duchenne Muscular Dystrophy,REGENXBIO Inc.,2024-05-08,2024-07-09,2024-07-09,2024-10-25T17:03:50.848735
NCT01931644,"At-Home Research Study for Patients With Autoimmune, Inflammatory, Genetic, Hematological, Infectious, Neurological, CNS, Oncological, Respiratory, Metabolic Conditions",COMPLETED,OBSERVATIONAL,,"All Diagnosed Health Conditions, ADD/ADHD, Alopecia Areata, Ankylosing Spondylitis, Asthma, Atopic Dermatitis Eczema, Beta Thalassemia, Bipolar Disorder, Breast Cancer, Celiac Disease, Cervical Cancer, Chronic Inflammatory Demyelinating Polyneuropathy, Chronic Kidney Diseases, Chronic Obstructive Pulmonary Disease, Colon Cancer, Colorectal Cancer, Crohn's Disease, Cystic Fibrosis, Depression, Diabetes Mellitus, Duchenne Muscular Dystrophy, Endometriosis, Epilepsy, Facioscapulohumeral Muscular Dystrophy, G6PD Deficiency, General Anxiety Disorder, Hepatitis B, Hereditary Hemorrhagic Telangiectasia, HIV/AIDS, Human Papilloma Virus, Huntington's Disease, Idiopathic Thrombocytopenic Purpura, Insomnia, Kidney Cancer, Leukemia, Lung Cancer, Lupus Nephritis, Lymphoma, Melanoma, Multiple Myeloma, Multiple Sclerosis, Myositis, Myotonic Dystrophy, Ovarian Cancer, Pancreatic Cancer, Parkinson's Disease, Polycystic Kidney Diseases, Prostate Cancer, Psoriasis, Psoriatic Arthritis, Rosacea, Scleroderma, Sickle Cell Anemia, Sickle Cell Trait, Sjogren's Syndrome, Skin Cancer, Spinal Muscular Atrophy, Systemic Lupus Erythematosus, Thrombotic Thrombocytopenic Purpura, Trisomy 21, Ulcerative Colitis",Sanguine Biosciences,2013-07,2013-08-29,2024-04-18,2024-10-25T17:03:50.848735
NCT03611244,Prevention of Scoliosis in Patients With Duchenne Muscular Dystrophy Using Portable Seat Device,RECRUITING,INTERVENTIONAL,NA,"Scoliosis Neuromuscular, Duchenne Muscular Dystrophy, Lordosis Lumbar",Seoul National University Hospital,2018-08-07,2018-08-02,2018-09-18,2024-10-25T17:03:50.848735
NCT02780492,Outcome Measures in Duchenne Muscular Dystrophy: A Natural History Study,COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,"University College, London",2012-04-11,2016-05-23,2024-01-05,2024-10-25T17:03:50.848735
NCT00873782,Safety Study of Transvenous Limb Perfusion in Human Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,"Muscular Dystrophies, Duchenne Muscular Dystrophy, Becker Muscular Dystrophy, Limb-Girdle Muscular Dystrophy","University of North Carolina, Chapel Hill",2009-03,2009-04-02,2015-03-09,2024-10-25T17:03:50.848735
NCT03680365,Your Voice; Impact of Duchenne Muscular Dystrophy (DMD) on the Lives of Families,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Burden, Dependency, Disability Physical, Disease Management, Impairment, Rare Diseases","Jett Foundation, Inc.",2018-09-20,2018-09-21,2019-04-01,2024-10-25T17:03:50.848735
NCT02436720,Upper Limb Assessment in Duchenne Muscular Dystrophy,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Catholic University of the Sacred Heart,2013-01,2015-05-07,2015-05-07,2024-10-25T17:03:50.848735
NCT06564974,Registry Study to Observe Long-term Safety of Vamorolone (AGAMREE®) in Patients with Duchenne Muscular Dystrophy.,RECRUITING,OBSERVATIONAL,,Duchenne Muscular Dystrophy,"Catalyst Pharmaceuticals, Inc.",2024-07-31,2024-08-21,2024-10-23,2024-10-25T17:03:50.848735
NCT03633565,Comparative Study of Strategies for Management of Duchenne Myopathy (DM),UNKNOWN,INTERVENTIONAL,PHASE4,Myopathy,Assiut University,2018-09,2018-08-16,2018-08-16,2024-10-25T17:03:50.848735
NCT00005574,Gentamicin Treatment of Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,"Becker Muscular Dystrophy, Duchenne Muscular Dystrophy",National Institute of Neurological Disorders and Stroke (NINDS),2000-02,2002-12-10,2008-03-04,2024-10-25T17:03:50.848735
NCT01826474,Phase IIb Study of PRO045 in Subjects With Duchenne Muscular Dystrophy,TERMINATED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,BioMarin Pharmaceutical,2013-01,2013-04-08,2017-12-08,2024-10-25T17:03:50.848735
NCT03675126,An Open-Label Extension Study for Patients With Duchenne Muscular Dystrophy Who Participated in Studies of SRP-5051 (Vesleteplirsen),TERMINATED,INTERVENTIONAL,"PHASE1, PHASE2","Muscular Dystrophy, Duchenne","Sarepta Therapeutics, Inc.",2018-12-19,2018-09-18,2024-09-19,2024-10-25T17:03:50.848735
NCT06363526,Effectiveness of 5-week Digital Respiratory Practice in a Group of Children With Duchenne Muscular Dystrophy and Becker Muscular Dystrophy.,NOT_YET_RECRUITING,INTERVENTIONAL,NA,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy, Muscular Dystrophy",University of Malaga,2024-05-05,2024-04-12,2024-04-12,2024-10-25T17:03:50.848735
NCT00207857,Test-Retest Reliability of Pulmonary Function Tests in Patients With Duchenne's Muscular Dystrophy,WITHDRAWN,OBSERVATIONAL,,"Duchenne's Muscular Dystrophy, Scoliosis",Children's Healthcare of Atlanta,2004-03,2005-09-21,2015-02-04,2024-10-25T17:03:50.848735
NCT04322357,Twice Weekly Steroids and Exercise as Therapy for DMD,RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy (DMD),University of Florida,2020-07-30,2020-03-26,2024-01-31,2024-10-25T17:03:50.848735
NCT06363357,"The Effect of a Muscle-mimicking, Fabric-type Shoulder Orthosis on Functional Movements of the Upper Limb in Patients With Duchenne Muscular Dystrophy",RECRUITING,INTERVENTIONAL,NA,"Muscular Dystrophy, Duchenne, Orthotic Devices, Upper Extremity",Seoul National University Hospital,2024-04-20,2024-04-12,2024-06-21,2024-10-25T17:03:50.848735
NCT05715957,Follow-up Study on Female Carriers With DMD Gene Variants,NOT_YET_RECRUITING,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne Muscular Dystrophy, Becker Muscular Dystrophy","Rigshospitalet, Denmark",2023-03-01,2023-02-08,2023-02-09,2024-10-25T17:03:50.848735
NCT03552874,Pulmonary and Upper Limb Functions in Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Upper Limb Function, Respiratory Function Test",Hacettepe University,2017-01-01,2018-06-12,2018-06-12,2024-10-25T17:03:50.848735
NCT04349566,Fast Troponin as a Biomarker to Assess Exercise-induced Muscle Damage in Muscle Diseases,COMPLETED,OBSERVATIONAL,,"Becker Muscular Dystrophy, McArdle Disease, Limb-Girdle Muscular Dystrophy Type 2",Mads Peter Godtfeldt Stemmerik,2020-06-01,2020-04-16,2022-10-27,2024-10-25T17:03:50.848735
NCT01921374,Mother-caregivers of Children With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,Other Diseases or Conditions,Monica Levy Andersen,2013-08,2013-08-13,2016-02-03,2024-10-25T17:03:50.848735
NCT04626674,A Gene Transfer Therapy Study to Evaluate the Safety of and Expression From Delandistrogene Moxeparvovec (SRP-9001) in Participants With Duchenne Muscular Dystrophy (DMD),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,"Muscular Dystrophy, Duchenne","Sarepta Therapeutics, Inc.",2020-11-23,2020-11-12,2024-08-26,2024-10-25T17:03:50.848735
NCT00451074,Six Month Study of Gentamicin in Duchenne Muscular Dystrophy With Stop Codons,COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,Nationwide Children's Hospital,2007-03,2007-03-23,2012-03-23,2024-10-25T17:03:50.848735
NCT04287582,The Evaluation of Muscle Activation in Climbing up Stairs Activity in Children With Duchenne Muscular Dystrophy,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Hacettepe University,2019-04-03,2020-02-27,2020-02-27,2024-10-25T17:03:50.848735
NCT01847573,"Safety, Tolerability, and Pharmacokinetics of Single and Multiple Doses of HT-100 in Duchenne Muscular Dystrophy",TERMINATED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Processa Pharmaceuticals,2013-05,2013-05-07,2020-09-03,2024-10-25T17:03:50.848735
NCT02369731,Registry of Translarna (Ataluren) in Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD),ACTIVE_NOT_RECRUITING,OBSERVATIONAL,,"Muscular Dystrophy, Duchenne",PTC Therapeutics,2015-04-30,2015-02-24,2024-10-09,2024-10-25T17:03:50.848735
NCT02018731,L-citrulline and Metformin in Becker's Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Becker's Muscular Dystrophy (BMD),"University Hospital, Basel, Switzerland",2013-06,2013-12-23,2016-05-16,2024-10-25T17:03:50.848735
NCT06244082,Ph2 Open-label Study of AOC 1044 in Duchenne Muscular Dystrophy Participants with Mutations Amenable to Exon44 Skipping,RECRUITING,INTERVENTIONAL,PHASE2,"DMD, Duchenne Muscular Dystrophy, Duchenne, Exon 44","Avidity Biosciences, Inc.",2024-01-22,2024-02-06,2024-09-23,2024-10-25T17:03:50.848735
NCT03703882,Phase III Study of Edasalonexent in Boys With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE3,"Muscular Dystrophy, Duchenne",Catabasis Pharmaceuticals,2018-10-02,2018-10-12,2022-06-21,2024-10-25T17:03:50.848735
NCT00981266,Spectra Breast Implant Study,WITHDRAWN,INTERVENTIONAL,PHASE3,"Augmentation, Augmentation Revision, General Breast Enlargement, Post-lactational Involution, Asymmetry","Mentor Worldwide, LLC",2013-06,2009-09-22,2013-03-01,2024-10-25T17:03:50.848735
NCT02614820,"The Safety, Efficacy and Tolerability of Remote Ischemic Preconditioning as a Therapy to DMD",UNKNOWN,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy (DMD),General Hospital of Chinese Armed Police Forces,2015-11,2015-11-25,2015-11-25,2024-10-25T17:03:50.848735
NCT05281120,Effects of Low-level Mechanical Vibration on Bone Density in Ambulant Children Affected by Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,"Osteoporosis, Duchenne Muscular Dystrophy",Istituto Auxologico Italiano,2006-11,2022-03-16,2022-03-16,2024-10-25T17:03:50.848735
NCT02994030,Biomarker for Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Increased Lordosis/Scoliosis, Hyporeflexia, Duchenne Muscular Dystrophy, Red-Green Color Blindness, Lordosis, Scoliosis, Muscular Atrophy, Muscular Weakness",CENTOGENE GmbH Rostock,2018-08-20,2016-12-15,2022-03-24,2024-10-25T17:03:50.848735
NCT05575648,Dual Task in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Hacettepe University,2022-09-06,2022-10-12,2024-02-28,2024-10-25T17:03:50.848735
NCT03992430,A Study to Compare Safety and Efficacy of a High Dose of Eteplirsen in Participants With Duchenne Muscular Dystrophy (DMD) (MIS51ON),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,"Muscular Dystrophy, Duchenne","Sarepta Therapeutics, Inc.",2020-07-13,2019-06-20,2024-04-15,2024-10-25T17:03:50.848735
NCT05639257,Treatment of Myotonia - Lamotrigine Versus Namuscla,RECRUITING,INTERVENTIONAL,NA,Non-Dystrophic Myotonia,"Grete Andersen, MD",2022-12-05,2022-12-06,2022-12-06,2024-10-25T17:03:50.848735
NCT02819557,Study of Ataluren in ≥2 to <5 Year-Old Male Participants With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,PTC Therapeutics,2016-06-09,2016-06-30,2020-08-28,2024-10-25T17:03:50.848735
NCT04129294,Exploratory Study of NS-089/NCNP-02 in DMD,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,"National Center of Neurology and Psychiatry, Japan",2019-12-02,2019-10-16,2022-09-29,2024-10-25T17:03:50.848735
NCT02710591,Rimeporide in Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,"Muscular Dystrophy, Duchenne",EspeRare Foundation,2016-03,2016-03-17,2019-07-18,2024-10-25T17:03:50.848735
NCT02295748,"An Open-Label, Long-Term Extension Study to Evaluate the Safety and Tolerability Deflazacort",COMPLETED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,PTC Therapeutics,2014-12,2014-11-20,2017-12-08,2024-10-25T17:03:50.848735
NCT03319030,Aerobic Exercise in Boys With Duchenne Muscular Dystrophy (DMD),COMPLETED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Ann & Robert H Lurie Children's Hospital of Chicago,2017-09-01,2017-10-24,2019-02-04,2024-10-25T17:03:50.848735
NCT04687020,Long-term Use of Viltolarsen in Boys With Duchenne Muscular Dystrophy in Clinical Practice (VILT-502),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE4,Duchenne Muscular Dystrophy,"NS Pharma, Inc.",2021-06-10,2020-12-29,2022-10-19,2024-10-25T17:03:50.848735
NCT04184882,"A Study to Assess the Safety, Tolerability and Preliminary Efficacy of ASP0367 (MA-0211) in Pediatric Male Participants With Duchenne Muscular Dystrophy (DMD)",TERMINATED,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy (DMD),Astellas Pharma Inc,2021-02-24,2019-12-04,2024-10-22,2024-10-25T17:03:50.848735
NCT02310763,"A Phase 2 Study to Evaluate the Safety, Efficacy, Pharmacokinetics and Pharmacodynamics of PF-06252616 in Duchenne Muscular Dystrophy",TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Pfizer,2014-11-24,2014-12-08,2020-12-07,2024-10-25T17:03:50.848735
NCT05933057,"Efficacy, Safety and Tolerability of Givinostat in Non-ambulant Patients With Duchenne Muscular Dystrophy",RECRUITING,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,Italfarmaco,2024-02-19,2023-07-06,2024-09-19,2024-10-25T17:03:50.848735
NCT06594094,"An Open-label, Multidose Dose-escalation Study to Understand the Safety of CRISPR Gene-editing Therapy and Its Long-Lasting Effects in DMD Patients (MUSCLE)",NOT_YET_RECRUITING,INTERVENTIONAL,NA,Duchenne Muscular Dystrophin (DMD),"HuidaGene Therapeutics Co., Ltd.",2024-10-30,2024-09-19,2024-10-01,2024-10-25T17:03:50.848735
NCT04906460,Open-label Study of WVE-N531 in Patients With Duchenne Muscular Dystrophy (FORWARD-53),ACTIVE_NOT_RECRUITING,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Wave Life Sciences Ltd.,2021-09-28,2021-05-28,2024-02-28,2024-10-25T17:03:50.848735
NCT02434627,Sodium Nitrate for Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE1,Becker Muscular Dystrophy,Cedars-Sinai Medical Center,2015-06,2015-05-05,2020-01-13,2024-10-25T17:03:50.848735
NCT02484560,Efficacy of Stem Cell Therapy in Ambulatory and Non-ambulatory Children With Duchenne Muscular Dystrophy - Phase 1-2,UNKNOWN,INTERVENTIONAL,PHASE1,Duchenne Muscular Dystrophy,University of Gaziantep,2015-06,2015-06-29,2015-07-01,2024-10-25T17:03:50.848735
NCT04139460,CRT-P or CRT-D in Dilated Cardiomyopathy,NOT_YET_RECRUITING,INTERVENTIONAL,NA,"Cardiomyopathy, Dilated, 3B",University Hospital Olomouc,2020-06,2019-10-25,2020-03-25,2024-10-25T17:03:50.848735
NCT02078076,IRM Cardiaque en Respiration Libre Pour Des Patients Atteints de Dystrophinopathie sévère,COMPLETED,INTERVENTIONAL,NA,Duchenne or Severe Becker Myopathy,"Institut National de la Santé Et de la Recherche Médicale, France",2013-06,2014-03-05,2016-02-24,2024-10-25T17:03:50.848735
NCT05305976,Telerehabilitation in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Karadeniz Technical University,2021-01-11,2022-03-31,2022-03-31,2024-10-25T17:03:50.848735
NCT02418338,2D Strain Evaluation: Children With Duchenne Muscular Dystrophy Versus Healthy Children,COMPLETED,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,"University Hospital, Montpellier",2014-01,2015-04-16,2019-06-07,2024-10-25T17:03:50.848735
NCT01772043,Duchenne Muscular Dystrophy Tissue Bank for Exon Skipping,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Cooperative International Neuromuscular Research Group,2012-09,2013-01-21,2015-07-28,2024-10-25T17:03:50.848735
NCT02037243,Disgust and Shame Based Safe Water and Handwashing Promotion,COMPLETED,INTERVENTIONAL,PHASE1,"Develop a New Group Version of the Becker-DeGroot-Marsckek (BDM) Auction to Measure Willingness to Pay of Compound Members for Shared Hardware., Develop a New Survey Instrument to Measure Behavioural Determinants of Hand Washing and Water Treatment Like Disgust and Shame or Social Pressure., Identify New Methods for Measuring Hand Washing and Water Treatment Behaviour., Compare the Effectiveness of the Disgust and Shame Based Interventions With Standard Public Health Interventions.","International Centre for Diarrhoeal Disease Research, Bangladesh",2011-08,2014-01-15,2015-06-12,2024-10-25T17:03:50.848735
NCT06109103,Telerehabilitation-based Motor Imagery Training in Children With Duchenne Muscular Dystrophy,NOT_YET_RECRUITING,INTERVENTIONAL,NA,Duchenne Muscular Dystrophy,Hacettepe University,2023-12-15,2023-10-31,2023-10-31,2024-10-25T17:03:50.848735
NCT06378203,Rehabilitation in Muscular Dystrophies From the Hospital Facility to the Home: Pilot Project [RIMUDI],RECRUITING,INTERVENTIONAL,NA,"Muscular Dystrophies, Limb Girdle Muscular Dystrophy, Facio-Scapulo-Humeral Dystrophy, Becker Muscular Dystrophy",IRCCS Eugenio Medea,2023-12-15,2024-04-22,2024-04-22,2024-10-25T17:03:50.848735
NCT05291091,Phase 2 Study of EDG-5506 in Becker Muscular Dystrophy (GRAND CANYON),RECRUITING,INTERVENTIONAL,PHASE2,Becker Muscular Dystrophy,"Edgewise Therapeutics, Inc.",2022-07-06,2022-03-22,2024-09-19,2024-10-25T17:03:50.848735
NCT03689660,"Feasibility of Virtual Reality in Children With Neuromuscular Disease, Effectiveness of Virtual Reality and Biofeedback",UNKNOWN,INTERVENTIONAL,NA,"Neuromuscular Disease, Duchenne Muscular Dystrophy, Spinal Muscular Atrophy, Virtual Reality, Biofeedback",Merve Kurt,2019-02-01,2018-09-28,2022-06-22,2024-10-25T17:03:50.848735
NCT00759876,Phase 2a Extension Study of Ataluren (PTC124) in Duchenne Muscular Dystrophy (DMD),TERMINATED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,PTC Therapeutics,2008-08-13,2008-09-25,2020-10-29,2024-10-25T17:03:50.848735
NCT03067831,Bone Marrow-Derived Autologous Stem Cells for the Treatment of Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,Stem Cells Arabia,2015-09,2017-03-01,2020-03-17,2024-10-25T17:03:50.848735
NCT03882827,Natural History of Duchenne Muscular Dystrophy,UNKNOWN,OBSERVATIONAL,,Duchenne Muscular Dystrophy,Genethon,2019-12-19,2019-03-20,2022-09-07,2024-10-25T17:03:50.848735
NCT03648827,A Study to Assess Dystrophin Levels in Participants With Nonsense Mutation Duchenne Muscular Dystrophy (nmDMD),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,PTC Therapeutics,2018-12-21,2018-08-27,2022-04-05,2024-10-25T17:03:50.848735
NCT05257473,Defining Endpoints in Becker Muscular Dystrophy,RECRUITING,OBSERVATIONAL,,"Becker Muscular Dystrophy, Muscular Dystrophies, Muscular Dystrophy in Children, Muscular Dystrophy, Becker",Virginia Commonwealth University,2022-04-13,2022-02-25,2024-10-04,2024-10-25T17:03:50.848735
NCT03179631,Long-Term Outcomes of Ataluren in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE3,"Muscular Dystrophy, Duchenne, Muscular Dystrophies, Muscular Disorders, Atrophic, Muscular Diseases, Musculoskeletal Disease, Neuromuscular Diseases, Nervous System Diseases, Genetic Diseases, X-Linked, Genetic Diseases, Inborn",PTC Therapeutics,2017-07-06,2017-06-07,2024-01-18,2024-10-25T17:03:50.848735
NCT05540860,A Study of EDG-5506 in Children with Duchenne Muscular Dystrophy (LYNX),RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"Edgewise Therapeutics, Inc.",2022-10-24,2022-09-15,2024-09-19,2024-10-25T17:03:50.848735
NCT06224660,Modulation of SERCA2a of Intra-Myocytic Calcium Trafficking in Cardiomyopathy Secondary to Duchenne Muscular Dystrophy,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1,DMD-Associated Dilated Cardiomyopathy,Sardocor Corp.,2024-03,2024-01-25,2024-01-25,2024-10-25T17:03:50.848735
NCT04428476,Open-label Extension of the HOPE-2 Trial,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,Capricor Inc.,2020-07-20,2020-06-11,2024-07-24,2024-10-25T17:03:50.848735
NCT01009294,Study of Ataluren (PTC124) in Nonambulatory Participants With Nonsense-Mutation-Mediated Duchenne/Becker Muscular Dystrophy (nmDMD/BMD),TERMINATED,INTERVENTIONAL,PHASE2,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",PTC Therapeutics,2010-01-13,2009-11-06,2020-07-29,2024-10-25T17:03:50.848735
NCT05429372,Study of Fordadistrogene Movaparvovec in Early Stage Duchenne Muscular Dystrophy,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,"Muscular Dystrophy, Duchenne",Pfizer,2022-08-08,2022-06-23,2024-04-04,2024-10-25T17:03:50.848735
NCT04254172,A Low Interventional Study to Monitor Activity Using Wearable Sensors in Duchenne Muscular Dystrophy,TERMINATED,OBSERVATIONAL,,Duchenne Muscular Dystrophy (DMD),Pfizer,2020-02-19,2020-02-05,2021-10-15,2024-10-25T17:03:50.848735
NCT01753804,A Prospective Natural History Study of Progression of Subjects With Duchenne Muscular Dystrophy.,TERMINATED,OBSERVATIONAL,,Duchenne Muscular Dystrophy,BioMarin Pharmaceutical,2012-09-01,2012-12-20,2017-12-08,2024-10-25T17:03:50.848735
NCT03907072,Efficacy and Safety Study of WVE-210201 (Suvodirsen) With Open-label Extension in Ambulatory Patients With Duchenne Muscular Dystrophy,TERMINATED,INTERVENTIONAL,"PHASE2, PHASE3",Duchenne Muscular Dystrophy,Wave Life Sciences Ltd.,2019-09-04,2019-04-08,2021-05-20,2024-10-25T17:03:50.848735
NCT05464446,Examination of Lower Urinary System Symptoms With Duchenne Muscular Dystrophy,COMPLETED,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Lower Urinary Tract Symptoms, Muscle Weakness, Posture Disorders in Children, Lumbar Lordosis, Pelvic Floor Muscle Weakness, Quality of Life",Lokman Hekim Üniversitesi,2021-10-01,2022-07-19,2022-07-19,2024-10-25T17:03:50.848735
NCT02740972,Safety and Dose Finding Study of NS-065/NCNP-01 in Boys With Duchenne Muscular Dystrophy (DMD),COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"NS Pharma, Inc.",2016-12,2016-04-15,2021-12-07,2024-10-25T17:03:50.848735
NCT03879304,Effectiveness of a Multimodal Physiotherapy Program With Virtual Reality Glasses in Duchenne and Becker.,COMPLETED,INTERVENTIONAL,NA,"Muscular Dystrophy, Duchenne and Becker Types",University of Malaga,2021-03-15,2019-03-18,2024-05-13,2024-10-25T17:03:50.848735
NCT04972604,CureDuchenne Link®: A Resource for Research,RECRUITING,OBSERVATIONAL,,"Duchenne Muscular Dystrophy, Becker Muscular Dystrophy",CureDuchenne,2021-07-09,2021-07-22,2024-08-20,2024-10-25T17:03:50.848735
NCT00033189,An Open-label Pilot Study of Coenzyme Q10 in Steroid-Treated Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,"Muscular Dystrophy, Duchenne",Cooperative International Neuromuscular Research Group,2001-09,2002-04-09,2010-11-16,2024-10-25T17:03:50.848735
NCT03406780,A Study of CAP-1002 in Ambulatory and Non-Ambulatory Patients With Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,PHASE2,"Muscular Dystrophies, Muscular Dystrophy, Duchenne, Muscular Disorders, Atrophic, Muscular Diseases, Neuromuscular Diseases, Nervous System Diseases, Genetic Diseases, X-Linked, Genetic Diseases, Inborn",Capricor Inc.,2018-03-04,2018-01-23,2020-06-05,2024-10-25T17:03:50.848735
NCT03373968,Givinostat in Duchenne's Muscular Dystrophy Long-term Safety and Tolerability Study,ENROLLING_BY_INVITATION,INTERVENTIONAL,"PHASE2, PHASE3",Duchenne Muscular Dystrophy,Italfarmaco,2017-10-24,2017-12-14,2023-11-07,2024-10-25T17:03:50.848735
NCT01539772,Becker Muscular Dystrophy - A Natural History Study to Predict Efficacy of Exon Skipping,UNKNOWN,OBSERVATIONAL,,Becker Muscular Dystrophy,Cooperative International Neuromuscular Research Group,2012-04,2012-02-28,2018-06-15,2024-10-25T17:03:50.848735
NCT05688072,Trunk Oriented Exercises Versus Whole-body Vibration for Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,NA,"Muscular Dystrophy, Duchenne Type",Cairo University,2023-01-15,2023-01-18,2023-04-18,2024-10-25T17:03:50.848735
NCT01183767,Sunphenon Epigallocatechin-Gallate (EGCg) in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE2, PHASE3",Duchenne Muscular Dystrophy,"Charite University, Berlin, Germany",2010-12-30,2010-08-18,2021-07-29,2024-10-25T17:03:50.848735
NCT01834040,Study Safety and Efficacy of BMMNC for the Patient With Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2","Muscular Dystrophy, Duchenne Muscular Dystrophy","Chaitanya Hospital, Pune",2014-09,2013-04-17,2014-09-17,2024-10-25T17:03:50.848735
NCT04632940,Phase 3 Trial of Pamrevlumab or Placebo in Combination With Systemic Corticosteroids in Participants With Ambulatory DMD,TERMINATED,INTERVENTIONAL,PHASE3,Duchenne Muscular Dystrophy,FibroGen,2021-03-03,2020-11-17,2024-08-26,2024-10-25T17:03:50.848735
NCT01610440,Safety and Efficacy of Umbilical Cord Mesenchymal Stem Cell Therapy for Patients With Duchenne Muscular Dystrophy,UNKNOWN,INTERVENTIONAL,"PHASE1, PHASE2",Duchenne Muscular Dystrophy,"Shenzhen Beike Bio-Technology Co., Ltd.",2011-10,2012-06-04,2012-11-30,2024-10-25T17:03:50.848735
NCT00243789,Study of Daily Pentoxifylline as a Rescue Treatment in Duchenne Muscular Dystrophy,COMPLETED,INTERVENTIONAL,"PHASE1, PHASE2","Muscular Dystrophy, Duchenne",Cooperative International Neuromuscular Research Group,2005-09,2005-10-25,2011-10-27,2024-10-25T17:03:50.848735
NCT04956289,"Study to Assess the Safety, Tolerability, and Efficacy of Viltolarsen in Ambulant and Non-Ambulant Boys With DMD (Galactic53)",COMPLETED,INTERVENTIONAL,PHASE2,Duchenne Muscular Dystrophy,"NS Pharma, Inc.",2021-07-01,2021-07-09,2024-08-20,2024-10-25T17:03:50.848735
