NCTId,BriefTitle,Acronym,OverallStatus,BriefSummary,HasResults,Condition,InterventionType,InterventionName,PrimaryOutcomeMeasure,SecondaryOutcomeMeasure,LeadSponsorName,CollaboratorName,Sex,MinimumAge,MaximumAge,MinimumAgeMonths,MaximumAgeMonths,StdAge,Phase,EnrollmentCount,LeadSponsorClass,StudyType,DesignPrimaryPurpose,OrgStudyId,SecondaryId,StartDate,PrimaryCompletionDate,CompletionDate,StudyFirstPostDate,ResultsFirstPostDate,LastUpdatePostDate,Timestamp
NCT03837470,Evaluation of Renal Sodium Excretion After Salt Loading in Heart Failure With Preserved Ejection Fraction,ERES-HFpEF,Completed,"Heart failure (HF) affects 2-3% of the population, and is characterized by impaired sodium balance which results in fluid overload. Ejection fraction, a measure of systolic function, is reduced in only about half of all HF patients. Incidence of heart failure with preserved ejection fraction (HFpEF) has increased in the last 20 years making it a growing public health problem. Currently, most patients admitted to the hospital with heart failure have preserved rather than reduced ejection fractions. However, to date it remains unknown why patients with HFpEF retain salt and water. The hypothesis is that patients with clinical HFpEF have an impaired renal response to salt loading, intravascular expansion and diuretics. Characterization of the salt and water excretory renal response to intravascular salt, fluid and diuretic load in patients with HFpEF will provide insight into the pathophysiology of HFpEF, and may help in the development of novel strategies to target renal sodium handling in patients with HFpEF. This characterization is the primary objective of this pilot project.",False,Heart Failure With Preserved Ejection Fraction,"Drug, Drug","0.9% Sodium Chloride, Furosemide 40 mg","Urinary Sodium Excretion, Urine Volume","Change in NT-proBNP, Serum Aldosterone, Plasma Renin Activity, Plasma Nor-epinephrine",Adhish Agarwal,University of Utah Center for Clinical and Translational Science,All,21 Years,80 Years,252.0,960.0,"Adult, Older Adult",Early Phase1,14,Other,Interventional,Basic Science,IRB_00112270,,2019-05-06,2020-02-20,2020-02-20,2019-02-12,,2021-04-19,2025-07-22T14:56:11.992789
NCT02840799,Effect of KNO3 Compared to KCl on Oxygen UpTake in Heart Failure With Preserved Ejection Fraction (KNO3CK OUT HFPEF),,Completed,This trial seeks to assess if potassium nitrate (KNO3) therapy improves exercise capacity and oxygen uptake in heart failure patients with preserved ejection fraction (HFpEF).,True,Heart Failure,"Drug, Drug","Potassium Nitrate (KNO3), Potassium Chloride (KCl)","Difference in Peak Oxygen Consumption (Vo2) Between KNO3 and KCl Phases, Change in Total Work Performed During a Maximal-effort Exercise Test From Phase 1 to Phase 2","Effect of Potassium Nitrate (KNO3) on Quality of Life (QOL), Effect of KNO3 on the Percent Change of Systemic Vasodilatory Response to Exercise: The Change in Systemic Vascular Resistance Reserve During Exercise During a Maximal Effort Exercise Test, Effect of Potassium Nitrate (KNO3) on Muscle Phosphocreatine (PCr) Recovery Kinetics Following a Standardized Plantar Flexor Exercise Protocol, Effect of Potassium Nitrate (KNO3) on Left Ventricle (LV) Diastolic Function: E/e' Ratio, Effect of Potassium Nitrate (KNO3) on Left Ventricle (LV) Diastolic Function: Left Atrial Volume Index, Effect of Potassium Nitrate (KNO3) on Myocardial Systolic Strain: Peak Global Systolic Myocardial Longitudinal Strain, Effect of Potassium Nitrate (KNO3) on Late Systolic Wall Stress as Assessed by the Arts Formula Using Echocardiographic and Tonometry Recordings, Effect of Potassium Nitrate (KNO3) on Arterial Wave Reflections as Assessed by Wave Separation Analysis Using Tonometry and Doppler Flow Data, Effect of Potassium Nitrate (KNO3) on Augmentation Index, Effect of Potassium Nitrate (KNO3) on Muscle Blood Flow During Exercise: Muscle Blood Flow During Exercise, Measured With Arterial MRI Spin Labeling During a Standardized Plantar Flexion Exercise Test, Effect of Potassium Nitrate (KNO3) on Myocardial Systolic Strain: Peak Global Systolic Myocardial Circumferential Strain",University of Pennsylvania,Northwestern University,All,18 Years,90 Years,216.0,1080.0,"Adult, Older Adult",Phase2,84,Other,Interventional,Treatment,824290,,2016-08-01,2022-08-01,2022-08-01,2016-07-21,2023-12-18,2023-12-18,2025-07-22T14:56:11.992789
NCT05279742,Enhancing the Natriuretic Peptide System in HFpEF,,Enrolling By Invitation,The purpose of this study is to look at the differences in how individuals with heart failure with preserved ejection fraction in the presence of chronic kidney disease (HFpEF-CKD) and exercise induced dyspnea without objective findings of fluid retention (HFpEF-EI) bodies function using drugs Sacubatril/Valsartan (Entresto) and MANP.,False,"Heart Failure with Preserved Ejection Fraction, Chronic Kidney Diseases","Drug, Drug, Drug, Drug","MANP, Sacubitril/Valsartan, Oral Placebo, Injection Placebo","Change in Plasma ANP, Change in Composite Score of cGMP, sodium excretion, GFR, and Anx-A1 Plasma cGMP, urinary cGMP, urinary sodium excretion, GFR, ANX-A1acute VE with MANP","Change in Plasma NT-pro BNP, Change in Plasma cGMP",Horng Chen,,All,18 Years,,216.0,0.0,"Adult, Older Adult","Phase1, Phase2",60,Other,Interventional,Treatment,21-008978,,2022-11-04,2027-04-01,2027-04-01,2022-03-15,,2024-10-04,2025-07-22T14:56:11.992789
NCT04594499,The Relationship Between Pericardial Fat Thickness and Arterial Stiffness in HFpEF Patients,,Unknown,"Heart failure with preserved ejection fraction (HFpEF) was considered as a heterogeneous disease with multi-organ and multi-system design, which is related to various complications, such as hypertension, obesity and arteriosclerosis. Studies have found that hypertension and obesity are respectively associated with increased arterial stiffness. However, there is still no research investigating the the relationship between blood pressure and arterial stiffness in HFpEF patients with different levels of obesity.",False,Heart Failure With Preserved Ejection Fraction,,,"Arterial stiffness, Epicardial Fat Tissue",,Chongqing Medical University,,All,18 Years,,216.0,0.0,"Adult, Older Adult",,200,Other,Observational,,2020-10,,2020-09-01,2022-12-01,2022-12-20,2020-10-20,,2020-10-20,2025-07-22T14:56:11.992789
NCT06820099,Efficacy and Safety of HRS-7535 in for Heart Failure With Preserved Ejection Fraction and Obesity,,Recruiting,"This is a multicenter, randomized, double-blind, placebo-controlled, parallel design phase II clinical trial, including a screening period of up to 2 weeks, a 40-weeks' treatment period, and a 1-week safety follow-up visit period.",False,Adults' Obesity With Heart Failure With Preserved Ejection Fraction,"Drug, Drug","HRS-7535 tablet, HRS-7535 tablet placebo",The percentage change from baseline in body weight.,"The concentration of HRS-7535 in plasma., The percentage change in high-sensitivity C-reactive protein (hsCRP) from baseline.","Shandong Suncadia Medicine Co., Ltd.",,All,18 Years,80 Years,216.0,960.0,"Adult, Older Adult",Phase2,180,Industry,Interventional,Treatment,HRS-7535-206,,2025-03-31,2026-12-01,2026-12-01,2025-02-11,,2025-04-23,2025-07-22T14:56:11.992789
NCT02876042,BAROSTIM THERAPYTM In Heart Failure With Preserved Ejection Fraction,HFpEF,Unknown,The purpose of this registry (NCT02876042) is to evaluate the effect of BAROSTIM THERAPY with the BAROSTIM NEO system in the commercial setting in subjects recently implanted under the CE-Marked indication for resistant hypertension that also have evidence of heart failure with preserved ejection fraction (HFpEF).,False,Heart Failure,Device,BAROSTIM NEOTM System,Changes in Office Cuff Systolic Blood Pressure,"Change in New York Heart Association Functional Classification, Changes in Left Ventricular Mass Index, Changes in LA volume index, Changes in E/E' ratio, Changes in NT-proBNP, Evaluate health care utilization over follow-up, such as heart failure hospitalizations","CVRx, Inc.",,All,,,0.0,0.0,"Child, Adult, Older Adult",,70,Industry,Observational,,360047-001,,2017-03-23,2024-07-01,2024-07-01,2016-08-23,,2023-04-20,2025-07-22T14:56:11.992789
NCT05795400,Administration of the SGLT-2 Inhibitor Dapagliflozin in the Patients With Amyloid Cardiomyopathy,,Active Not Recruiting,"Efficacy and safety of early administration of the SGLT-2 inhibitor dapagliflozin will be evaluated in patients with HF, regardless of LVEF, due to amyloid cardiomyopathy.",False,"Heart Failure With Reduced Ejection Fraction, Heart Failure With Preserved Ejection Fraction, Heart Failure With Mid Range Ejection Fraction, Amyloid Cardiomyopathy","Drug, Drug","Dapagliflozin 10mg Tab, Placebo","Effect of dapagliflozin on quality of life using Kansas City Cardiomyopathy Questionnaire Summary Score (KCCQ-SC), Effect of Dapagliflozin on 6 Minute Walk Test Distance, Effect of dapagliflozin on N-terminal Pro B-type Natriuretic Peptide (NTproBNP)","Cardiovascular death + number of hospitalizations due to heart failure, Effect of dapagliflozin on change in echocardiographic parameters, Effect of dapagliflozin on change in specle-tracking echocardiographic parameters","National Medical Research Center for Cardiology, Ministry of Health of Russian Federation",,All,18 Years,80 Years,216.0,960.0,"Adult, Older Adult",Na,50,Other Gov,Interventional,Treatment,20230120,,2022-06-01,2025-02-26,2025-06-01,2023-04-03,,2025-03-04,2025-07-22T14:56:11.992789
NCT06061549,Modulation of SERCA2a of Intra-myocytic Calcium Trafficking in Heart Failure With Preserved Ejection Fraction,MUSIC-HFpEF,Recruiting,"The goal of this clinical trial is to test an experimental gene therapy in participants with heart failure with preserved ejection fraction, also known as diastolic heart failure. The main questions it aims to answer are:

* safety and tolerability of the gene therapy; and
* whether the gene therapy helps the heart ventricles relax during filling. Participants will undergo a one-time infusion of the gene therapy in the cardiac catheterization laboratory and then be followed for safety and effects on left-sided filling pressures while exercising. The first year will have multiple in-person visits followed by 4 years of biannual phone calls.",False,"Heart Failure, Diastolic, Heart Failure With Preserved Ejection Fraction",Biological,AAV1/SERCA2a,Change in pulmonary capillary wedge pressure (PCWP),"Change in PCWP at 20W exercise, Change in oxygen uptake (VO2) during exercise, Change in left ventricular (LV) relaxation, Change in NT-proBNP, Change in left atrial end systolic volume, Change in left atrial reservoir strain, Change in left atrial contractile strain, Change in 6 Minute Walk Distance, Change in 6 Minute Walk Test Borg scale, Change in Kansas City Cardiomyopathy Questionnaire (KCCQ) score, Change in New York Heart Association class",Sardocor Corp.,,All,50 Years,,600.0,0.0,"Adult, Older Adult",Phase1,10,Industry,Interventional,Treatment,SRD-001-1003,,2023-08-24,2025-08-01,2029-08-01,2023-09-29,,2023-09-29,2025-07-22T14:56:11.992789
NCT04822649,Exercise Capacity According to Coronary Microvascular Dysfunction and Body Composition,,Recruiting,The correlation of coronary microvascular function and body composition with cardiopulmonary exercise capacity will be assessed in patients with heart failure with preserved ejection fraction.,False,Heart Failure With Preserved Ejection Fraction (HFpEF),Diagnostic Test,Adenosine stress echocardiography with the evaluation of coronary artery blood flow,"Correlation of coronary blood flow with cardiopulmonary exercise capacity, Correlation of body composition with cardiopulmonary exercise capacity",,Korea University Anam Hospital,,All,20 Years,80 Years,240.0,960.0,"Adult, Older Adult",Na,100,Other,Interventional,Diagnostic,2020AN0030,,2021-04-15,2024-12-01,2024-12-01,2021-03-30,,2023-09-28,2025-07-22T14:56:11.992789
NCT03327649,Neuromodulation to Treat Patients With Heart Failure With Preserved Ejection Fraction,,Completed,"Heart failure with preserved ejection fraction (HFpEF) is a leading cause of mortality in the elderly. Outcomes of patients with HFpEF are poor and so far, no treatment has been shown to decrease morbidity or mortality. Recent animal and human studies suggest that a systemic proinflammatory state, produced by comorbidities, including aging, plays a central role in the development of HFpEF, supporting the notion that attenuating the proinflammatory state is an attractive therapeutic target for HFpEF. We have previously shown that low-level transcutaneous electrical stimulation of the vagus nerve (tVNS) suppresses inflammation in patients with atrial fibrillation. The overall objective of this proposal is to examine the effects of tVNS on diastolic dysfunction, exercise capacity and inflammation in patients with HFpEF. Our specific aims include: 1. To examine the effect of intermittent (1 hour daily for 3 months) tVNS on diastolic dysfunction and exercise capacity, relative to sham stimulation, in patients with HFpEF and 2. To examine the effect of intermittent (1 hour daily for 3 months) LLTS on inflammatory cytokines relative to sham stimulation, in patients with HFpEF. The proposed proof-of-concept studies will provide the basis for the design of further human studies using LLTS among populations with HFpEF. In light of the increasing number of elderly patients with HFpEF and the poor success of the currently available treatment options, an alternative and novel approach such as tVNS has the potential to impact clinical practice and improve health outcomes among a large number of patients. It is anticipated that these investigations will contribute to the broader understanding of the role of inflammation in the pathogenesis of HFpEF and how its inhibition can be used to provide therapeutic effects. Moreover, it is anticipated that a better understanding of how modulation of inflammation affects one of the hallmarks of HFpEF, diastolic dysfunction, will lead to the development of novel pharmacological and non-pharmacological approaches to treat this disease.",True,Heart Failure With Normal Ejection Fraction,Device,low level transcutaneous vagus nerve stimulation,"E/e' (Early Mitral Inflow Doppler Velocity to the Early Diastolic Mitral Annulus Velocity), Global Longitudinal Strain","Exercise Capacity, Inflammatory Cytokines, Minnesota Living With Heart Failure Questionnaire",University of Oklahoma,,All,21 Years,90 Years,252.0,1080.0,"Adult, Older Adult",Na,52,Other,Interventional,Treatment,8251,,2017-12-12,2021-03-30,2021-09-30,2017-10-31,2022-09-22,2022-09-22,2025-07-22T14:56:11.992789
NCT05638230,Relative Importance of Cardiovascular Risk Factors and Echocardiographic Parameters Affecting Left Atrial Strain,RICH-LAST,Recruiting,"The goal of this observational study is to learn about left atrial reservoir strain in patients with heart failure with preserved ejection fraction. The main questions it aims to answer are:

* Usefullness of LARS as a predictor of high HFA-PEFF diagnostic algorithm scores (≥5)
* The relative importance of LARS in variables including each component of HFA-PEFF and traditional cardiovascular risk factors.",False,"Heart Failure, Diastolic, Heart Failure, Preserved Ejection Fraction",Diagnostic Test,Left atrial reservoir strain,"Statistical significant of LA reservoir strain to estimate high HFA-PEFF score (≥5), Relative importance of left atrial reservoir strain",,Yonsei University,,All,20 Years,,240.0,0.0,"Adult, Older Adult",,2500,Other,Observational,,9-2022-0101,,2021-08-01,2023-07-31,2025-07-31,2022-12-06,,2022-12-06,2025-07-22T14:56:11.992789
NCT03160625,Evaluation of Rate Adaptive Pacing on Chronotropic Response in Preserved Ejection Fraction HF,RESPOND-HF,Withdrawn,"RESPOND-HF is a prospective, multi-center, non-significant risk pilot study with cross-over design. The purpose of the study is to investigate if rate adaptive pacing has the potential to provide benefit to HF patients with preserved ejection fraction, referred to as HFpEF patients. Findings from this pilot study may be used to guide subsequent efforts to design and conduct a prospective, randomized, multi-center pivotal trial powered to show improvement in patient outcomes.",False,Heart Failure With Preserved Ejection Fraction,Device,Rate Adaptive Pacing,Exercise time,"Peak VO2, Peak metabolic equivalents (METs), Peak respiratory exchange ratio (RER), VE/VO2 slope, VO2 at Ventilator Anaerobic Threshold (VAT), VCO2 at Ventilator Anaerobic Threshold (VAT), KCCQ, 6 Minute Hall Walk, Daily Activity, Global Patient Health Assessment, NT-proBNP, Correlation between activity and HR",Medtronic Cardiac Rhythm and Heart Failure,,All,,,0.0,0.0,"Child, Adult, Older Adult",Na,0,Industry,Interventional,Treatment,RESPOND-HF,,2017-07-01,2018-04-30,2018-05-31,2017-05-19,,2018-04-19,2025-07-22T14:56:11.992789
NCT05585125,A Preliminary Study for INFORMED,PRE-INFORMED,Recruiting,"Investigators will determine whether N-of-1 trials, as a pragmatic, participant-centered approach to medication optimization that can overcome key barriers of deprescribing, can lead to increased participant confidence regarding their preference to continue or discontinue beta-blockers in older adults with Heart Failure with Preserved Ejection Fraction (HFpEF).",False,"Heart Failure, Heart Failure, Diastolic, Heart Failure With Preserved Ejection Fraction, Cardiac Failure, Heart Diseases","Drug, Drug","Beta blocker, Beta blocker","Change in participant's confidence regarding their preference to continue or discontinue beta-blocker, as assessed by qualitative interviews, Change in participant decision-confidence, as measured by the Decisional Conflict Scale (DCS)","Features of a feasible and pragmatic protocol for deprescribing N-of-1 trials in participants with Heart Failure with Preserved Ejection Fraction, as measured by qualitative interviews., Change in participants feeling informed through an N-of-1 protocol, as measured by the Decisional Conflict sub-scale, Change in participants feeling uncertainty through an N-of-1 protocol, as measured by the Decisional Conflict sub-scale, Change in participants feeling supported through an N-of-1 protocol, as measured by the Decisional Conflict sub-scale, Change in participants decision effectiveness through an N-of-1 protocol, as measured by the Decisional Conflict sub-scale, Change in shared decision making through an N-of-1 protocol, as measured by the 9-item Shared Decision-Making Questionnaire, Change in participant activation through an N-of-1 protocol, as assessed by the Patient Activation Measure (PAM)",Weill Medical College of Cornell University,National Institute on Aging (NIA),All,65 Years,,780.0,0.0,Older Adult,Phase4,20,Other,Interventional,Other,23-03025862 frmrly 22-08025181,"5K76AG064428-03, formerly 22-08025181",2024-02-07,2026-07-01,2026-07-01,2022-10-18,,2024-12-12,2025-07-22T14:56:11.992789
NCT07052539,The Epidemiology and Pathophysiology of Kidney Disease in HFpEF With Obesity,,Recruiting,"This research study wants to learn about Chronic Kidney Disease (CKD) with Obesity, and Heart Failure with preserved Ejection Fraction (HFpEF) and better ways to evaluate these diseases. HFpEF means that the heart is not able to fill properly with blood while it is resting so the amount of blood pumped out to the body is less than it would be if it was filling properly. The study is being done to describe the differences in how the kidneys handle protein and salt in participants with HFpEF and obesity compared to healthy persons.",False,"Chronic Kidney Disease, Heart Failure With Preserved Ejection Fraction (HFPEF), Obesity (Disorder)",Other,High protein and sodium meal,"Change in measured GFR, Change in urine sodium excretion",,University of Mississippi Medical Center,,All,18 Years,75 Years,216.0,900.0,"Adult, Older Adult",,60,Other,Observational,,2021-1040,,2022-07-22,2026-06-30,2026-07-31,2025-07-04,,2025-07-04,2025-07-22T14:56:11.992789
NCT04317339,The Efficacy and Safety of Zhigancao Tang Granule for HFpEF of Qi-Yin Dificiency,HFpEF,Unknown,"This study was designed as a randomized, double blinded and placebo-controlled clinical trial. The aim of the study is to evaluate the efficacy and safety of Zhigancao Tang granule in patients with HFpEF of Qi-Yin dificiency.",False,Heart Failure With Preserved Ejection Fraction,"Drug, Drug","Zhigancao Tang granule, Zhigancao Tang placebo granule",Cardiac Functional Grading,"Ultrasonic cardiogram, 6-min walking test (6mwt), Minnesota Heart Failure Quality of Life Scale, N-terminal pro-B-type natriuretic peptide(NT-proBNP), TCM syndrome score",Shanghai University of Traditional Chinese Medicine,,All,30 Years,80 Years,360.0,960.0,"Adult, Older Adult",Phase2,122,Other,Interventional,Treatment,ZGCT,,2020-03-20,2022-03-31,2022-03-31,2020-03-23,,2020-03-23,2025-07-22T14:56:11.992789
NCT06215586,Safety & Effectiveness of Tovinontrine in Chronic Heart Failure With Preserved Ejection Fraction (Cycle-2-PEF),Cycle-2-PEF,Active Not Recruiting,The purpose of this study is to evaluate the safety and effectiveness of tovinontrine compared to placebo to lower NT-proBNP in patients with chronic heart failure with preserved ejection fraction,False,"Heart Failure, Heart Failure Preserved Ejection Fraction, Cardiovascular Diseases, Heart Diseases","Drug, Drug","Tovinontrine (CRD-750, Placebo",Change in biomarkers from Baseline to Week 12 - NT-proBNP,"Change in biomarkers at week 12 by treatment group - cGMP, Change in biomarkers at week 12 by treatment group - BNP, Change in the biomarker ratio at Week 12 - NT-proBNP, Change in the biomarker ratio at Week 12 - BNP, Kansas City Cardiomyopathy Questionnaire-23-Clinical Summary Score, New York Heart Association Classification, Treatment Emergent Adverse Events (TEAEs), Changes in laboratory assessments, Changes in vital sign measurement: systolic and diastolic blood pressure, Changes in vital sign measurement: pulse rate, Changes in vital sign measurement: respiratory rate, Changes in vital sign measurement: body temperature, Changes in physical examination, Changes in 12-lead electrocardiogram (ECG) measurements, Assessment of pharmacokinetics (PK): PK effect on NT-proBNP, Assessment of pharmacokinetics (PK): PK effect on plasma cGMP","Cardurion Pharmaceuticals, Inc.",,All,18 Years,,216.0,0.0,"Adult, Older Adult",Phase2,303,Industry,Interventional,Treatment,CRD-750-202,2023-508737-13,2024-02-13,2025-10-01,2025-10-01,2024-01-22,,2025-07-01,2025-07-22T14:56:11.992789
NCT05441839,UK Heart Failure With Preserved Ejection Fraction,UK HFpEF,Recruiting,"Heart failure occurs when the heart is no longer able to pump blood around the body properly. It can cause breathlessness, swollen feet and ankles, and tiredness. In about half of patients with heart failure, one measure of the heart's pumping function, called the 'ejection fraction', is normal. This type of heart failure is called heart failure with preserved ejection fraction, or HFpEF.

HFpEF remains poorly understood. It is not clear why some people develop HFpEF, or what determines the severity of the condition. Treatment options may be limited.

UK HFpEF is a study that aims to gain a better understanding of why people develop HFpEF, develop better tests to diagnosis it, identify and test new treatments, and follow the health of the people taking part over many years.",False,Heart Failure With Preserved Ejection Fraction (HFpEF),,,"Identification of distinct subgroups of HFpEF, Improve understanding of the causes of HFpEF, Improve risk stratification of HFpEF",,Manchester University NHS Foundation Trust,"Pumping Marvellous Foundation, British Society for Heart Failure, NIHR National Biosample Centre, British Heart Foundation Data Science Centre",All,18 Years,,216.0,0.0,"Adult, Older Adult",,10000,Other Gov,Observational,,B01434,,2022-10-07,2037-06-01,2037-06-01,2022-07-01,,2025-05-06,2025-07-22T14:56:11.992789
NCT04327024,Study of Verinurad in Heart Failure With Preserved Ejection Fraction,AMETHYST,Completed,"International, Multicenter, Double-Blind, Placebo and Active Control Efficacy and Safety Study to Evaluate Verinurad combined with Allopurinol in Heart Failure with Preserved Ejection Fraction",True,Heart Failure With Preserved Ejection Fraction (HFpEF),"Drug, Drug, Drug, Drug","Verinurad, Allopurinol, Placebo for verinurad, Placebo for allopurinol",Change From Baseline at Week 32 in Peak V02 Consumption in Verinurad + Allopurinol Compared to Placebo (ANCOVA Model),"Change From Baseline at Week 32 in Peak V02 Consumption in Verinurad+ Allopurinol Compared to Allopurinol Monotherapy (ANCOVA Model), Change From Baseline at Week 32 in KCCQ-TSS in Verinurad+ Allopurinol Compared to Placebo (MMRM), Change From Baseline at Week 32 in KCCQ-TSS in Verinurad+ Allopurinol Compared to Allopurinol Monotherapy (MMRM)",AstraZeneca,,All,40 Years,130 Years,480.0,1560.0,"Adult, Older Adult",Phase2,159,Industry,Interventional,Treatment,D5496C00005,2019-004862-16,2020-05-19,2022-04-29,2022-04-29,2020-03-30,2023-06-29,2023-06-29,2025-07-22T14:56:11.992789
NCT04745013,PeRsonalIzed remOtely Guided Preventive exeRcIse Therapy for a healThY Heart,PRIORITY,Recruiting,"In the PRIORITY study, we aim to provide the clinical evidence base for the use of a new hybrid exercise intervention, which includes remotely guided home-based exercise, as an accessible, clinical and cost-effective treatment to prevent the deleterious effects of sedentary aging on the heart and forestall the development and progression towards overt HFpEF.",False,Heart Failure With Preserved Ejection Fraction,"Behavioral, Behavioral","PRIORITY, Usual care",Changes in cardiorespiratory fitness,,KU Leuven,"Hasselt University, University Hospital, Antwerp, University Ghent, Universitaire Ziekenhuizen KU Leuven",All,30 Years,85 Years,360.0,1020.0,"Adult, Older Adult",Na,312,Other,Interventional,Prevention,T004420N,,2021-09-01,2024-06-01,2025-12-01,2021-02-09,,2022-12-02,2025-07-22T14:56:11.992789
NCT02885636,Inhaled Beta-adrenergic Agonists to Treat Pulmonary Vascular Disease in Heart Failure With Preserved EF (BEAT HFpEF): A Randomized Controlled Trial,BEAT HFpEF,Completed,"The enormous and rapidly growing burden of Heart Failure with Preserved Ejection Fraction (HFpEF) has led to a need to understand the pathogenesis and treatment options for this morbid disease. Recent research from the investigator's group and others have shown that pulmonary hypertension (PH) is highly prevalent in HFpEF, and right ventricular (RV) dysfunction is present in both early and advanced stages of HFpEF.

These abnormalities in the RV and pulmonary vasculature are coupled with limitations in pulmonary vasodilation during exercise. There are no therapies directly targeted at the pulmonary vasculature that have been clearly shown to be effective in HFpEF. A recent study by Mayo Clinic Investigators has demonstrated pulmonary vasodilation with dobutamine (a beta 2 agonist) in HFpEF. As an intravenous therapy, this is not feasible for outpatient use.

In the proposed randomized, placebo-controlled double blinded trial, the investigators seek to evaluate whether the commonly used inhaled bronchodilator albuterol (a beta 2 agonist), administered through a high-efficiency nebulizer device that achieves true alveolar drug delivery, improves pulmonary vascular resistance (PVR) at rest and during exercise in patients with HFpEF as compared to placebo. This has the potential to lead to a simple cost effective intervention to improve symptoms in HFpEF, and potentially be tested in other World Health Organization (WHO) Pulmonary Hypertension groups. PVR is an excellent surrogate marker for pulmonary vasodilation and has been used in previous early trials of PH therapy.",True,"Congestive Heart Failure, Heart Failure, Left-Sided, Left-Sided Heart Failure","Drug, Other","Albuterol, Saline placebo",Change in 20 Watt Exercise Pulmonary Vascular Resistance (PVR),"Change in Resting Pulmonary Vascular Resistance, Change in Exercise Pulmonary Capillary Wedge Pressure (PCWP), Change in Resting Pulmonary Capillary Wedge Pressure (PCWP), Change in Exercise Pulmonary Artery Compliance, Change in Resting Pulmonary Artery Compliance, Change in Exercise Pulmonary Artery Pressure, Change in Resting Pulmonary Artery Pressure, Change in Exercise Right Atrial Pressure (RA), Change in Resting Right Atrial Pressure (RA), Change in Exercise Cardiac Output, Change in Resting Cardiac Output, Change in Exercise Pulmonary Elastance, Change in Resting Pulmonary Elastance",Mayo Clinic,"National Heart, Lung, and Blood Institute (NHLBI)",All,18 Years,,216.0,0.0,"Adult, Older Adult",Phase3,30,Other,Interventional,Treatment,16-005140A,"R01HL128526, R01HL126638, U01HL125205, U10HL110262",2016-09-01,2017-09-01,2017-09-01,2016-08-31,2019-02-05,2019-02-22,2025-07-22T14:56:11.992789
NCT01354613,Reduced Contractile Reserve: a Therapeutic Target in Heart Failure With Preserved Ejection Fraction(HFpEF),,Completed,"Heart failure with preserved ejection fraction (HFpEF) accounts for over 50% of heart failure cases in the United States, affecting a primarily elderly population. No treatment has been shown to affect mortality in HFpEF, which is more than 50% at five years a hospitalization. This project explores the underlying cardiovascular physiology of patients with HFpEF with the goal of identifying new therapeutic targets that would allow improved treatment of this devastating disease.",False,"Heart Failure With Preserved Ejection Fraction, Pulmonary Disease, Left Ventricular Hypertrophy/Hypertension","Drug, Drug","Dobutamine, Amlodipine","Change in ejection fraction with 5mcg/kg/min dobutamine, Change in pulse wave velocity",,"University of Wisconsin, Madison","National Heart, Lung, and Blood Institute (NHLBI)",All,18 Years,,216.0,0.0,"Adult, Older Adult",Na,14,Other,Interventional,Treatment,H-2010-0061,R21HL106103-01,2011-04-01,2013-12-01,2013-12-01,2011-05-17,,2019-04-11,2025-07-22T14:56:11.992789
NCT06081049,The COLchicine HEART Failure PRESERVED Trial (COLHEART-PRESERVED),,Recruiting,"The purpose of this study is to investigate the effects of colchicine on heart failure related health status, quality of life, and vascular and cardiac function in patients with heart failure with preserved ejection fraction (HFpEF).",False,Heart Failure With Preserved Ejection Fraction,"Drug, Drug","Colchicine, Placebo",Between-group difference in change in Kansas City Cardiomyopathy Questionnaire Clinical Summary Score (KCCQ-CS) at 6 months,"Between-group difference in change in Kansas City Cardiomyopathy Questionnaire Overall Summary Score (KCCQ-OS) at 6 months, Between-group difference in the proportion of patients with a ≥ 5-point increase in KCCQ-CS and KCCQ-OS at 6 months",Tor Biering-Sørensen,,All,40 Years,,480.0,0.0,"Adult, Older Adult",Phase2,152,Other,Interventional,Treatment,COLHEART-PRESERVED,,2024-01-18,2026-06-01,2026-06-01,2023-10-12,,2024-02-28,2025-07-22T14:56:11.992789
NCT04153136,The ENCHANTMENT HIV Study,,Active Not Recruiting,"Persons with HIV, even those well-treated, are at increased risk for heart disease when compared to the general population. Two hormones called aldosterone and brain natriuretic peptide (BNP), which have been shown to be abnormal in HIV, may be associated with inflammation as well as early changes in structure and function of the heart. This study is being conducted to evaluate whether therapies to block aldosterone and increase BNP levels may reduce the burden and progression of heart failure to improve cardiovascular health.",False,"HIV/AIDS, Heart Failure With Preserved Ejection Fraction","Drug, Drug","Sacubitril-Valsartan 49-51Mg Oral Tablet, Placebo oral tablet","Myocardial Inflammation/Fibrosis, Myocardial Dysfunction","Other Indices of Myocardial Dysfunction, Markers of Myocardial Inflammation and Fibrosis, Cardiac Natriuretic Peptides",Massachusetts General Hospital,,All,40 Years,70 Years,480.0,840.0,"Adult, Older Adult",Phase2,50,Other,Interventional,Treatment,MGH2019P002355,,2020-09-11,2025-07-30,2025-07-30,2019-11-06,,2025-06-19,2025-07-22T14:56:11.992789
